"acc_rep_num ","company_code","DIST_CODE","report_date","ip_number","accident_dt_time","shift_code","plce_of_acc","road_name1","acc_type","nature_of_acc","wthr_code","road_sur_code","op_hrs_code","type_loc_code","traf_vol_code","traf_flow_code","traf_cntrl_code","col_with_code","type_of_col_code","srs_inj","minor_inj","fatal","bus_towed","sketch","photo_taken","mech_fault","pol_report","pol_rep_num","dutyio_code","release_status","damage_to_bus","Facts_txt","brief_part","rsn_for_late_rep","create_by","create_dt","modify_by","modify_dt","mig_flag","off_on_svc"
"E09182015","02","SE","16/02/2015","201500794","14/02/2015 05:45","1","Parking lot","Bedok North Buspark","3","1","1","1","1","39","2","1","5","70","67","0","0","0","N","Y","Y","N","N","","14","R","SBS3047Y, Rear right signal damaged","I intend to reverse my bus out from the parking lot and help by one of the BC. I then stopped my bus when I got the signal from the said BC. I had impression that I did change my gear but when changing my gear back to the “R” mode my bus jerking.As a result my bus had collided onto an unattended bus (SBS9800A) resulted my bus rear right signal damaged. The said bus sustained damaged on front portion. I did report this matter to workshop and AS. Thats all.","","","amoppr10","16/02/2015 14:22","amoppr10","16/02/2015 14:30","","N"
"W08972015","02","SW","16/02/2015","201500795","10/02/2015 19:05","3","Jurong West Ave 5 / Pioneer Rd Nth","Jurong West Ave 5","1","1","1","1","8","25","3","3","1","70","54","0","0","0","N","Y","N","N","N","","26","R","SBS3333X _ Right front tyre no damaged ( CLRG )","I had stopped my bus behind a m/car SKJ6216Y at the ctr lane JR West Ave 5 junct Pioneer Rd Nth comply to traffic red light. When green light appeared said car followed infront m/veh moved off I followed. But said car when near to ped light junctmake a sudden stopped reason unknown I braked but could not stopped as a result my bus right front wheel grazed against said car at the rear left corner bumper. I alighted to check & realised the driver was a  female Indian. I took photo & movedmoved away. I asked pax to helped me to translate. Exchange particular WOCC informed then I cont my svc.","","On 110215 HQ System Down","jradaa01","16/02/2015 10:14","","16/02/2015 10:14","","N"
"W07612015","02","SW","09/02/2015","201500796","08/02/2015 18:50","2","Central Boulevard","central boulevard","2","1","1","1","10","33","1","1","5","83","58","0","0","0","N","Y","Y","N","N","","21","R","sbs6644D - rear LHS window glass break, BLRG, cctv","Somewhere along said location I was informed by a M/Chinese pax that there is a hole at my rear LHS window. I stopped at the next bstop along Shenton Way. I went to check. OCC informed. Pax transferred to next bus. CRS activated. I RTD to SLBP.I was not sure how it happened.","","","wdssof01","09/02/2015 11:06","","09/02/2015 11:06","","N"
"W08322015","02","SW","11/02/2015","201500797","10/02/2015 19:00","3","Tuas Ave 3 T Tuas rd","Tuas Ave 3 T Tuas rd","1","1","1","1","8","26","1","1","5","70","54","0","0","0","N","Y","Y","N","N","","26","R","sbs9461U - front w/screen glass broken, front RHS body panel, bumper, signal light broken, BLRG, no cctv","I was turning left at said juctn twds Tuas Rd. On my right lane wa a lorry also turning left. When both of us are turning I stopped because of vehicle infront when suddenly said lorry hit my RHS front. OCC informed. I alighted to check.Particulars exchanged. 3P claimed it is her fault. Pax transferred. I then RTD back to SLWS.","","","wdssof01","11/02/2015 14:47","","11/02/2015 14:47","","N"
"W07642015","02","SW","09/02/2015","201500798","08/02/2015 14:00","2","Clementi MRT bstop","c'wealth ave west","1","1","1","1","3","42","2","1","5","70","52","0","0","0","N","Y","Y","N","N","","21","R","sbs6488M - exit door rubber door glass, body scratch, door cannot close, CLRG, cctv","I was entering said bstop. I noticed PC1543M infront with its rear jutting out. I accidentally turned it fast causing my bus to hit said bus. I stopped to check. All pax alighted. OCC informed. Particulars of driver given to RM. Once done I proceedback to CLI. I went to meet RM. I OS RTD to BBBP.","","","wdssof01","09/02/2015 11:47","","09/02/2015 11:47","","N"
"W08912015","02","SW","16/02/2015","201500799","02/02/2015 13:15","1","west coast road, Bstop 4.7km","west coast road","2","1","1","1","13","42","2","3","5","86","64","0","0","0","N","Y","Y","N","N","","21","R","sbs7399e - HCRG, no cctv","My bus was at said bstop for pax act. There were 06 to 07 pax alighting when suddenly I heard commotion from the rear. I checked and discovered a M/chinese pax had fell while alighting. I checked on him but he nvr replied and walked off.I did not call OCC. I only informed OCC aft the next 02 stops. No inj. That is all","","bc reported to rg on 15/02/2015","wdssof01","16/02/2015 09:44","","16/02/2015 09:44","","N"
"E08762015","02","SE","13/02/2015","201500800","19/01/2015 15:00","2","JUNT OF TAMPINES AVE 5 & 2","TAMPINES AVE 5","2","1","1","1","8","27","2","1","1","86","74","0","0","0","N","Y","N","N","Y","G/2015","23","R","SBS8271H NO DAMAGED (PRRG)","ON 19/01/2015 AT ABOUT 1500HRS I WAS DRIVING MY BUS ALONG TAMPINES AVE 5 TOWARDS TAMPINES AVE 2 . AT THE POINT OF TIME IT WAS AT A TRAFFIC JUNCTION AND THE GREEN ARROW WAS BLINKING. a VEHICLE WHICH WAS IN FRONT OF MY BUS SUDDENLY APPLIEDEMERGENCY BRAKE  AS SUCH  I APPLIED E- BRAKE IMMEDIATELY. AFTER WHICH  I MADE A CHECK ON THE PAX ON BOARD AND WAS INFORMED BY ONE OF THE PAX THAT DUE TO THE SUDDEN JERK  A MALAY FEMALE WHICH WAS SEATED AT THE REAR OF THE BUS KNOCKED HER LIPSONTO THE FRONT SEATS. I ASKED IF SHE REQUIRE ANY MEDICAL ATTENTION OR ASSISTANCE HOWEVER SHE DECLINED. I THEN TOLD HER TO FOLLOW ME TO PRRG AS I WAS AFRAID THAT THERE IS ANY PROBLEMS AFTER THAT.","","I WAS WORKING NIGHT SHIFT TIL NOW","edbsrm01","13/02/2015 15:04","","13/02/2015 15:04","","N"
"E06502015","02","SE","03/02/2015","201500801","28/01/2015 16:45","2","LOYANG AVE OPP. BLK 149A","LOYANG AVE","2","1","1","1","4","33","1","2","5","70","54","0","0","0","N","Y","N","N","N","","26","R","NO DMG","I was driving straight along Loyang Ave when a car (EP3393C) side swipe my bus. After that the car driver catched up with me and told me that my bus hit her car. I did not know who was at fault. No injury. That s all.","","Due to weekend","edsfof02","03/02/2015 15:57","","03/02/2015 15:57","","N"
"W07982015","02","SW","10/02/2015","201500802","29/01/2015 10:30","1","HCI parking lot","hougang central int","3","1","1","1","11","37","3","1","5","70","54","0","0","0","N","Y","Y","N","N","","21","R","sbs6822G- NS center body panel scratches, HCRG, cctv   sbs6206K,svc151,OS rear corner signal cover broken","While turning from driveway to parking lot accidentally the nearside center of my bus grazed the OS rear corner of stationary parked bus causing damage. No inj. that is all","","bc reported to Rg on 29/01/2015, District rcvd report on 30/01","wdssof01","10/02/2015 12:10","","10/02/2015 12:10","","N"
"W08372015","02","SW","11/02/2015","201500802","29/01/2015 10:30","1","HG Ctrl Interchange","Parking lot facing boarding be","1","1","1","1","9","37","3","1","5","70","67","0","0","0","N","Y","N","N","N","","21","R","SBS6206K - Rear right corner bumper cracked, rear tail lamp assy damaged (CLRG )    sbs6822G, w/0798/2015","My bus was parked stationary & left unattended at the HG Ctrl Inter parking lot. And aft meal break leaving time arr at 1031hrs I scan my card & went to my bus then I saw another s/d bus SBS6822G svc 112 was on my right & had its left ctr portionportion had grazed against the right rear corner of my bus. R/Masters & WOCC were informed. And I was to wait for CRS. Aft CRS attended to my bus I then RTD to BBBP.","","old report w/0561/2015 deleted bcoz IP deleted. related w/0798/2015 was recreated bcoz earlier report wrong SBS given.","wdssof01","11/02/2015 16:08","","11/02/2015 16:08","","N"
"E06982015","02","SE","05/02/2015","201500803","28/01/2015 17:28","2","LORONG 1 TOA PAYOH","LORONG ONE TOA PAYOH","2","1","1","1","7","42","4","2","5","86","82","0","0","0","N","Y","N","N","Y","E/2015","26","R","NO DMG","On 28/01/2015 I was driving svc 231. After all the passengers alighted at the bus stop along lorong one Toa Payoh I continued my journey. On 02/02/2015 I was informed by supervisor that while closing the door earlier at the bus stop on 28/01/2015one of the passenger got caught by the doors. I wish to state that I am not aware of this incident. Also did not hear anyone shouting for help and no one came forward to inform me of any incident. That s all.","","I was informed on 28/01/2015 about the CFMS.","edsfof02","05/02/2015 13:47","","05/02/2015 13:47","","N"
"W09102015","02","SW","16/02/2015","201500804","08/02/2015 19:43","2","west coast road, B20149","west coast road","2","1","1","1","9","42","3","1","5","86","82","0","0","0","N","Y","Y","N","N","","21","R","sbs3010C - JERG, cctv","I was at said bstop attending to pax act. I notice a abt 03 pax wanting to board. Once they tap I proceed to close the door when suddenly I heard a shout. I quickly open back the door. Behind one of the M/pax was his son that was hiding behind him.I asked how he was. He kept silent and walked inside. Abt 3 stops later they alighted. I cont svc. Only later I was informed of CFMS on 10/02 and was told to report. That is all","","bc was informed of cfms on 10/02","wdssof01","16/02/2015 12:10","","16/02/2015 12:10","","N"
"W08892015","02","SW","16/02/2015","201500805","08/02/2015 21:25","2","Sengkang East rd, B67449","Sengkang East rd","1","1","1","1","14","42","2","1","1","70","60","0","0","0","N","Y","Y","N","N","","21","R","sbs6499G - rear R/panel scratches, side parking light dmgd","I was conducting pax act when suddenly I felt a jerk and grazing soud. I checked no inj. I checked for any 3P  vehicle but none around. I was abt to move my bus when a taxi stopped not far from the bs its driver waving at me.When I approached him he admit that he had grazed my bus. Particulars exchange. I wish to say my bus was stationary at the time of accident.","","bc reported to Rg on 10/02. district rcvd reporting copy on 16/02","wdssof01","16/02/2015 08:39","","16/02/2015 08:39","","N"
"E08942015","02","SE","16/02/2015","201500806","04/02/2015 16:16","3","Bef SMRT Buses Ang Mo Kio Depot b/stop","Ang Mo Kio St 64","1","1","1","1","1","33","2","2","5","85","58","0","0","0","N","Y","Y","N","N","","23","R","SBS3302K, Right window panel shattered","I was driving bus svc 70 along the said rd. Out of sudden I heard a sound from the rear but did not know what was happen. When I reached the said b/stop noticed my pax were changing thier seats. I then made a check with them and pax told me that mybus right window panel was shattered. No one was injured. EOCC was informed. Bus RTD after consulted CRS. Photo taken by AS. Thats all.","","I did not know I need to lodge a report at district as right window panel crack itself.","amoppr10","16/02/2015 10:04","","16/02/2015 10:04","","N"
"E08222015","02","SE","11/02/2015","201500807","01/02/2015 10:35","1","Nearby Opp Salvation Army b/stop","Upp Changi Rd North","2","1","1","1","8","33","2","3","5","86","78","0","0","0","N","Y","N","N","Y","NP299","26","R","SBS9558A, No damaged","My RM called me into his office and informed me that on the 1/2/2015 there was a complaint against me stating that an eldelry women had fell down while taking my bus svc 5. I wish to state that I was driving bus svc 5 and throughout the day no paxhad come to me to report of any fall or injuries. I was unaware of any injuries that happen during that day. I am lodging this report as advised by my RM and dislaim my liabilities. Thats all.","","throughout the day no pax had come to me to report of any fall or injuries & I was unaware of any injuries that happen during that day.","amoppr10","11/02/2015 10:48","","11/02/2015 10:48","","N"
"E08312015","02","SE","11/02/2015","201500808","09/02/2015 07:25","1","BEDOK NORTH ROAD","BEDOK NORTH ROAD","1","1","1","1","2","33","1","2","5","70","54","0","0","0","N","Y","Y","N","N","","21","R","NO DMG","I was driving on the extreme left lane along Bedok North Road. I wanted to filtered to the right lane. I signal to the taxi (SHC8277E). The  taxi stopped to let me proceed. As I entered the lane I felt that the taxi started to move. As a result ourvehicles side swipe. Do not know who was at fault. No injury. That s all.","","","edsfof02","11/02/2015 14:26","edsfof02","12/02/2015 10:36","","N"
"W07842015","02","SW","09/02/2015","201500809","09/02/2015 05:10","1","Soon Lee Bus Park","Level 4 Parking lot","3","1","1","1","1","39","4","1","5","70","54","0","0","0","N","Y","Y","N","N","","21","R","SBS8950G - Left ctr body dented ( BLRG )","My bus was parked at SLBP level 4 at svc 252 parking lot. Aft doing the 1st parade task I boarded my bus started bus engine drove forwarded & then steered to the left twds the ramp dir but I could not turned twds the ramp I then do the 3 pointturn reversing in doing I heard sound came from the left ctr of my bus. I stopped my bus & alighted to check & saw the left ctr of my bus had grazed against the rear right corner of s/d bus which was parked unattended at the parking lot. WOCC inform.","","","jradaa01","09/02/2015 16:14","","09/02/2015 16:14","","N"
"E08142015","02","SE","10/02/2015","201500810","10/02/2015 08:06","1","JUNCTION OF UPPER SERANGOON RD AND HOUGA","UPPER SERANGOON ROAD","1","1","1","1","9","22","3","1","1","70","51","0","0","0","N","Y","Y","N","N","","26","R","LEFT SIDE BODY","On the said date and time while operating svc 136 SBS8805T crossing the said junction a comfort taxi suddenly came out of the slip road from Hougang Ave 5 and collided onto the bus. No injury and 3P wanted settlement. That s all.","","","edsfof02","10/02/2015 17:26","","10/02/2015 17:26","","N"
