"IP_NUMBER","COMPANY_CODE","DIST_CODE","accident_date","ip_type","init_liab","init_cause","init_find_date","inv_status","final_find_date","final_cause","offence_type","pol_rep_fee","shift_code","plce_of_acc","road_name1","acc_type","nature_of_acc","wthr_code","road_sur_code","op_hrs_code","type_loc_code","traf_vol_code","traf_flow_code","traf_cntrl_code","col_with_code","type_of_col_code","srs_inj","minor_inj","fatal","bus_towed","sketch","photo_taken","mech_fault","pol_report","pol_rpt","photo","vir","form15a","pol_rep_num","dutyio_code","damage_to_bus","Facts_txt","brief_part","rsn_for_late_rep","nat_of_acc_chng_dt","src_rep_num","create_by","create_dt","modify_by","modify_dt","mig_flag"
"201500790","02","SE","09/02/2015 16:15","C","NAF","299","16/02/2015","1","","","1","","4","MATTAR ROAD","MATTAR ROAD","1","1","1","1","15","33","3","1","5","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","14","NO DMG","I was queueing behind other vehicles at a traffic junction along Matter road. At that time my bus was stationary. When the traffic light in front turned green I started to move. Looking through the right mirror I felt something flying. At the timeon my right side there was a car (SKA6058J). When I reached the traffic junction and stopped the car catched up with me and the driver claimed that my bus side swipe her car. I do not know whether it was true of not. No injury. That s all.","(N)(N) 3P claimed bus collided onto car","I worked split shifts","","E09202015","sfalpr04","16/02/2015 16:23","sfalpr04","16/02/2015 16:23",""
"201500791","02","SW","19/01/2015 08:25","C","NAF","402","16/02/2015","1","","","","","1","Hougang Ave 8 / HG St 62","HG Ave 8","2","2","4","1","5","25","2","3","1","86","74","0","1","0","N","Y","N","N","Y","N","N","N","","D/2003","23","SBS7626A - No damaged ( CLRG )","In regards to this feedback from R/Master Ong I wish to state that I am not aware of such incident. Furthermore that is no one approached me regarding the incident. I was driving as per normal & did not jammed brake to stop at t/light junct.I am totally unawared abt it.","(M)(N) : CFMS case. Passenger fall onboard.","On 050215 Master Ong informed me abt CFMS","16/02/2015","W08592015","sfalio04","16/02/2015 16:24","sfalad02","16/02/2015 16:32",""
"201500792","02","SW","08/02/2015 13:10","Q","NAF","218","16/02/2015","2","","","","","1","Jurong West Ave 2 / slip rd Corp Rd","Corp Rd","1","1","1","1","15","33","3","2","5","70","54","0","0","0","N","Y","N","N","N","N","N","N","","","21","SBS7576K - aft Ent door body panel scratched ( BLRG )","I was driving my bus at the 2nd left lane JR West Ave 2 dir to turn left into a slip rd Corp Rd. And when I was to turn left into a slip rd a m/car SGB7146Z was at  the 1st left inner lane drove at fast sped did not turned left into slip rd &swerved to his right twds my bus front wanted to proceed straight had its right rear body grazed against the left front body aft front door of my bus.  I stopped my bus & alighted to check then I cont my svc twds BLI.","(M)(N): 3P car sideswipe bus.","","","W07532015","sfalio02","16/02/2015 16:24","sfalio02","16/02/2015 16:24",""
"201500793","02","SW","08/02/2015 16:10","C","NAF","499","16/02/2015","2","","","","","2","B08057, Orchard Rd","orchard road","2","2","1","1","2","42","2","1","5","86","74","0","1","0","N","Y","Y","N","Y","N","N","N","","d/2015","21","sbs6162C - BMRG, cctv","Bef reaching said bstop a F/pax approached me and request for 1st aid as another pax had fallen in the rear of the bus. I stopped at bstop and rendered assistance. The pax that fell was a M/Chinese pax abt 40Y. He mentioned he inj his right toewhile climbing the stairs inside the bus. He applied bandage to his toe. OCC informed. Said pax assured he was fine and I cont svc. that is all","(M)(N): Pax injured on board bus.","cfms case.","16/02/2015","W08732015","sfalio02","16/02/2015 16:25","sfalad02","16/02/2015 16:41",""
"201500794","02","SE","14/02/2015 05:45","M","FAF","112","16/02/2015","1","","","1","","1","Parking lot","Bedok North Buspark","3","1","1","1","1","39","2","1","5","70","67","0","0","0","N","Y","Y","N","N","N","N","N","","","14","SBS3047Y, Rear right signal damaged","I intend to reverse my bus out from the parking lot and help by one of the BC. I then stopped my bus when I got the signal from the said BC. I had impression that I did change my gear but when changing my gear back to the “R” mode my bus jerking.As a result my bus had collided onto an unattended bus (SBS9800A) resulted my bus rear right signal damaged. The said bus sustained damaged on front portion. I did report this matter to workshop and AS. Thats all.","(N)(Y) SBS3047Y collided onto SBS9800A","","","E09182015","sfalpr04","16/02/2015 16:25","sfalpr04","16/02/2015 16:25",""
"201500795","02","SW","10/02/2015 19:05","Q","FAF","118","16/02/2015","1","","","","","3","Jurong West Ave 5 / Pioneer Rd Nth","Jurong West Ave 5","1","1","1","1","8","25","3","3","1","70","54","0","0","0","N","Y","N","N","N","N","N","N","","","26","SBS3333X _ Right front tyre no damaged ( CLRG )","I had stopped my bus behind a m/car SKJ6216Y at the ctr lane JR West Ave 5 junct Pioneer Rd Nth comply to traffic red light. When green light appeared said car followed infront m/veh moved off I followed. But said car when near to ped light junctmake a sudden stopped reason unknown I braked but could not stopped as a result my bus right front wheel grazed against said car at the rear left corner bumper. I alighted to check & realised the driver was a  female Indian. I took photo & movedmoved away. I asked pax to helped me to translate. Exchange particular WOCC informed then I cont my svc.","(M)(Y) Collided onto rear portion of 3P car","On 110215 HQ System Down","","W08972015","edbdam04","16/02/2015 16:25","edbdam04","16/02/2015 16:25",""
"201500796","02","SW","08/02/2015 18:50","C","NAF","699","16/02/2015","2","","","","","2","Central Boulevard","central boulevard","1","1","1","1","10","33","1","1","5","83","58","0","0","0","N","Y","Y","N","N","N","N","N","","","21","sbs6644D - rear LHS window glass break, BLRG, cctv","Somewhere along said location I was informed by a M/Chinese pax that there is a hole at my rear LHS window. I stopped at the next bstop along Shenton Way. I went to check. OCC informed. Pax transferred to next bus. CRS activated. I RTD to SLBP.I was not sure how it happened.","(M)(N): Bus window panel damaged.","","","W07612015","sfalio02","16/02/2015 16:25","sfalad02","16/02/2015 16:41",""
"201500797","02","SW","10/02/2015 19:00","Q","NAF","218","16/02/2015","1","","","","","3","Tuas Ave 3 T Tuas rd","Tuas Ave 3 T Tuas rd","1","1","1","1","8","26","1","1","5","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","26","sbs9461U - front w/screen glass broken, front RHS body panel, bumper, signal light broken, BLRG, no cctv","I was turning left at said juctn twds Tuas Rd. On my right lane wa a lorry also turning left. When both of us are turning I stopped because of vehicle infront when suddenly said lorry hit my RHS front. OCC informed. I alighted to check.Particulars exchanged. 3P claimed it is her fault. Pax transferred. I then RTD back to SLWS.","(M)(N) 3P lorry collided onto OS portion of bus","","","W08322015","edbdam04","16/02/2015 16:26","edbdam04","16/02/2015 16:26",""
"201500798","02","SW","08/02/2015 14:00","Q","PAF","118","16/02/2015","2","","","","","2","Clementi MRT bstop","c'wealth ave west","1","1","1","1","3","42","2","1","5","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","21","sbs6488M - exit door rubber door glass, body scratch, door cannot close, CLRG, cctv","I was entering said bstop. I noticed PC1543M infront with its rear jutting out. I accidentally turned it fast causing my bus to hit said bus. I stopped to check. All pax alighted. OCC informed. Particulars of driver given to RM. Once done I proceedback to CLI. I went to meet RM. I OS RTD to BBBP.","(M)(Y): Bus sideswipe 3P bus.","","","W07642015","sfalio02","16/02/2015 16:26","sfalad02","16/02/2015 16:43",""
"201500799","02","SW","02/02/2015 13:15","C","NAF","401","16/02/2015","2","","","1","","1","west coast road, Bstop 4.7km","west coast road","2","1","1","1","13","42","2","3","5","86","64","0","0","0","N","Y","Y","N","N","N","N","N","","","21","sbs7399e - HCRG, no cctv","My bus was at said bstop for pax act. There were 06 to 07 pax alighting when suddenly I heard commotion from the rear. I checked and discovered a M/chinese pax had fell while alighting. I checked on him but he nvr replied and walked off.I did not call OCC. I only informed OCC aft the next 02 stops. No inj. That is all","(N)(N): Pax fell while alighting from bus.","bc reported to rg on 15/02/2015","","W08912015","sfalio02","16/02/2015 16:27","sfalio02","16/02/2015 16:27",""
"201500800","02","SE","19/01/2015 15:00","C","NAF","221","16/02/2015","1","","","","","2","JUNT OF TAMPINES AVE 5 & 2","TAMPINES AVE 5","2","1","1","1","8","27","2","1","1","86","74","0","0","0","N","Y","N","N","Y","N","N","N","","G/2015","23","SBS8271H NO DAMAGED (PRRG)","ON 19/01/2015 AT ABOUT 1500HRS I WAS DRIVING MY BUS ALONG TAMPINES AVE 5 TOWARDS TAMPINES AVE 2 . AT THE POINT OF TIME IT WAS AT A TRAFFIC JUNCTION AND THE GREEN ARROW WAS BLINKING. a VEHICLE WHICH WAS IN FRONT OF MY BUS SUDDENLY APPLIEDEMERGENCY BRAKE  AS SUCH  I APPLIED E- BRAKE IMMEDIATELY. AFTER WHICH  I MADE A CHECK ON THE PAX ON BOARD AND WAS INFORMED BY ONE OF THE PAX THAT DUE TO THE SUDDEN JERK  A MALAY FEMALE WHICH WAS SEATED AT THE REAR OF THE BUS KNOCKED HER LIPSONTO THE FRONT SEATS. I ASKED IF SHE REQUIRE ANY MEDICAL ATTENTION OR ASSISTANCE HOWEVER SHE DECLINED. I THEN TOLD HER TO FOLLOW ME TO PRRG AS I WAS AFRAID THAT THERE IS ANY PROBLEMS AFTER THAT.","(M)(N) : Passenger injured onboard due to BC applying brake.","I WAS WORKING NIGHT SHIFT TIL NOW","","E08762015","sfalio04","16/02/2015 16:28","sfalio04","16/02/2015 16:28",""
"201500801","02","SE","28/01/2015 16:45","Q","NAF","218","16/02/2015","1","","","","","2","LOYANG AVE OPP. BLK 149A","LOYANG AVE","2","1","1","1","4","33","1","2","5","70","54","0","0","0","N","Y","N","N","N","N","N","N","","","26","NO DMG","I was driving straight along Loyang Ave when a car (EP3393C) side swipe my bus. After that the car driver catched up with me and told me that my bus hit her car. I did not know who was at fault. No injury. That s all.","(M)(N) 3P car collided onto OS portion of bus","Due to weekend","","E06502015","edbdam04","16/02/2015 16:28","edbdam04","16/02/2015 16:28",""
"201500802","02","SW","29/01/2015 10:30","Q","FAF","118","16/02/2015","2","","","","","1","HCI parking lot","hougang central int","3","1","1","1","11","37","3","1","5","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","21","sbs6822G- NS center body panel scratches, HCRG, cctv   sbs6206K,svc151,OS rear corner signal cover broken","While turning from driveway to parking lot accidentally the nearside center of my bus grazed the OS rear corner of stationary parked bus causing damage. No inj. that is all","(M)(Y): SBS 6822G sideswipe unattended SBS 6206K","bc reported to Rg on 29/01/2015, District rcvd report on 30/01","","W07982015","sfalio02","16/02/2015 16:28","sfalio02","16/02/2015 16:28",""
"201500803","02","SE","28/01/2015 17:28","I","NAF","499","16/02/2015","1","","","","","2","LORONG 1 TOA PAYOH","LORONG ONE TOA PAYOH","2","1","1","1","7","42","4","2","5","86","82","0","0","0","N","Y","N","N","Y","N","N","N","","E/2015","26","NO DMG","On 28/01/2015 I was driving svc 231. After all the passengers alighted at the bus stop along lorong one Toa Payoh I continued my journey. On 02/02/2015 I was informed by supervisor that while closing the door earlier at the bus stop on 28/01/2015one of the passenger got caught by the doors. I wish to state that I am not aware of this incident. Also did not hear anyone shouting for help and no one came forward to inform me of any incident. That s all.","(S)(N) Pax hand got caught by the closing door","I was informed on 28/01/2015 about the CFMS.","","E06982015","edbdam04","16/02/2015 16:29","edbdam04","16/02/2015 16:29",""
"201500804","02","SW","08/02/2015 19:43","I","FAF","122","16/02/2015","2","","","1","","2","west coast road, B20149","west coast road","2","1","1","1","9","42","3","1","5","86","82","0","0","0","N","Y","Y","N","N","N","N","N","","","21","sbs3010C - JERG, cctv","I was at said bstop attending to pax act. I notice a abt 03 pax wanting to board. Once they tap I proceed to close the door when suddenly I heard a shout. I quickly open back the door. Behind one of the M/pax was his son that was hiding behind him.I asked how he was. He kept silent and walked inside. Abt 3 stops later they alighted. I cont svc. Only later I was informed of CFMS on 10/02 and was told to report. That is all","(N)(Y): Pax trapped by closing ent door.","bc was informed of cfms on 10/02","","W09102015","sfalio02","16/02/2015 16:30","sfalio02","16/02/2015 16:30",""
"201500805","02","SW","08/02/2015 21:25","Q","NAF","218","16/02/2015","2","","","","","2","Sengkang East rd, B67449","Sengkang East rd","1","1","1","1","14","42","2","1","1","70","60","0","0","0","N","Y","Y","N","N","N","N","N","","","21","sbs6499G - rear R/panel scratches, side parking light dmgd","I was conducting pax act when suddenly I felt a jerk and grazing soud. I checked no inj. I checked for any 3P  vehicle but none around. I was abt to move my bus when a taxi stopped not far from the bs its driver waving at me.When I approached him he admit that he had grazed my bus. Particulars exchange. I wish to say my bus was stationary at the time of accident.","(M)(N): 3P taxi sideswipe bus.","bc reported to Rg on 10/02. district rcvd reporting copy on 16/02","","W08892015","sfalio02","16/02/2015 16:31","sfalio02","16/02/2015 16:31",""
"201500806","02","SE","04/02/2015 16:16","C","NAF","509","16/02/2015","1","","","","","3","Bef SMRT Buses Ang Mo Kio Depot b/stop","Ang Mo Kio St 64","1","1","1","1","1","33","2","2","5","85","58","0","0","0","N","Y","Y","N","N","N","N","N","","","23","SBS3302K, Right window panel shattered","I was driving bus svc 70 along the said rd. Out of sudden I heard a sound from the rear but did not know what was happen. When I reached the said b/stop noticed my pax were changing thier seats. I then made a check with them and pax told me that mybus right window panel was shattered. No one was injured. EOCC was informed. Bus RTD after consulted CRS. Photo taken by AS. Thats all.","(M)(N) : Glass panel shattered by itself.","I did not know I need to lodge a report at district as right window panel crack itself.","","E08942015","sfalio04","16/02/2015 16:31","sfalio04","16/02/2015 16:31",""
